,credit,defaultTitle,defaultabstract
2594,"Atlas BentHal, Ifremer, 2016","Distribution de Pecten maximus (CPERM 363, AphiaID 140712) en ATLANTIQUE","""<span><p>Distribution du taxon Pecten maximus établie à partir des données de densité d'abondance relative cumulées et krigées issues des campagnes halieutiques EVHOE (2008-2013), LANGOLF (2011-2013), NURSE (2000-2013), ORHAGO (2011-2015)</p></span>"""
2595,Null,Marine Mammals and Seabirds and Turtles: Year-round sightings per unit effort of porpoises from Western English Channel Marinelife Surveys,"""<span><p>Marinelife sightings per unit effort (SPUE) of porpoises in the Western English Channel. Surveys recorded sightings of Phocoena phocoena. The data span from 2007 - 2011 and come from both dedicated and opportunistic surveys in the CHARM3 study area. Relative-abundance of porpoises should be viewed with survey effort layers.</p></span>"""
2596,"Ifremer, Géosciences Marines, 2005","Mosaique d'imagerie acoustique dans la baie de Douarnenez, campagne Canadou, sonar DF1000 (édition 2005, résolution 2.3m)","""<span><p>Mosaïque d'images acoustiques dans la baie de Douarnenez.\nLa résolution de l'image est de 2.3 mètres.</p><p>Les données ont été acquises lors de la campagne océanographique Canadou en 2000 par sonar à balayage latéral DF1000.</p></span>"""
2597,"['IFREMER', 'CHARM consortium']",Species and habitats - Trisopterus minutus - All ages - Preferential habitat in October modelled by Generalised Linear Modelling and its uncertainty with CGFS data,"""<span><p>Modelised abundance of species or prediction uncertainty.</p></span>"""
2598,"['IFREMER', 'CHARM consortium']","Species and habitats - Clupea harengus - Mature - Mean abundance in October, standard deviation and summed kriging error maps during CGFS (1988-2006)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
2599,Null,"DDE 17 - Réseau ""estuaires"" du service de police des eaux littorales","""<span><p>Position géographique des points de mesure du service SPEL de la Direction Départementale de l'Equipement Charente maritime dans les estuaires des fleuves côtiers et de canaux de drainage de marais en Charente maritime et indicateurs établis à partir des valeurs de 1998 à 2006.</p></span>"""
2600,"['DPMA', 'Terra Maris', 'Ifremer', 'MIMEL']",Arrêté n°116/2008 du 30/06/2008 (Article 4),"""<span><p>Arrêté n°116/2008 du 30/06/2008 réglementant l'usage dérogatoire des filets remorqués d'un maillage supérieur ou égale à 80 mm à moins de trois milles de la laisse de basse mer de la côte Ouest du département de la Manche / Article 4 (engins dormants).</p></span>"""
2601,"['DPMA', 'Terra Maris', 'Ifremer']",Arrêté du 12/12/1983,"""<span><p>Arrêté du 12/12/1983 relatif aux conditions d'exercice du chalutage dans le pertuis breton, le pertuis d'Antioche et le courreau d'Oléron.</p></span>"""
2602,Null,Marine Mammals and Seabirds and Turtles: Year-round presence-only distribution of Tursiops truncatus,"""<span><p>Observations of live Tursiops truncatus from different datasets collected in France and the United Kingdom were compiled to generate presence-only distributions in the CHARM3 study area.  The data span from 1991 - 2011 and come from both dedicated and opportunistic surveys from land, sea, or air.</p></span>"""
2603,Null,Trafic des routes nationales en 2006 dans le Finistère,"""<span><p>Trafic des routes nationales en 2006 dans le Finistère</p></span>"""
2604,Null,Distribution Model: Summer presence-only habitat suitability of Phocoena phocoena,"""<span><p>Observations of live Phocoena phocoena from different datasets collected in France and the United Kingdom were compiled to generate Maxent presence-only habitat suitability models in the CHARM3 study area.  The data span from 2002 - 2011 and come from both dedicated and opportunistic surveys from land, sea, or air.</p></span>"""
2605,"['IFREMER', 'CHARM consortium']",Species and habitats - Raja montagui - All ages Female - Multi-annual abundance Kriging error maps during CGFS (1989-2006),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
2606,"['DPMA', 'Terra Maris', 'Ifremer']",Arrêté n° 234/2004 du 03/09/2004,"""<span><p>Arrêté n° 234/2004 du 03 septembre 2004 modifiant l'arrêté n°61/96 du 8 juillet 1996 autorisant l'usage des filets remorqués dans la bande côtière des trois milles au nord du Cap GRIS-NEZ.</p></span>"""
2607,"['CEFAS', 'CHARM consortium']",Species and habitats - Raja clavata - Immature - Multi-annual abundance in July during BTS (1989-2006),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
2608,Null,Levé GPS 2014 des dépôts de washover de la pointe de Gatseau,"""<span><p>Levé GPS réalisé le 05/05/2014 sur la pointe de Gatseau afin d'étudier les dépôts de washover.</p></span>"""
2609,"['IFREMER / CEFAS', 'CHARM consortium']",Species and habitats - Pleuronectes platessa - Nurseries - Preferential habitat modellised by Generalised Linear Modelling and its uncertainty for YFS survey,"""<span><p>Modelised abundances of several species in coastal nurseries or prediction uncertainty.</p></span>"""
2610,Null,"CHEMINI total dissolved iron concentrations from the EMSO-Azores observatory, 2011-2012","""<span><p>This dataset contains dissolved iron concentrations ((Fe(II) + Fe(III); µmol/l) acquired between July 2011 and March 2012 (n=1780) using the CHEMINI Fe, a CHEmical MINIaturized analyser (samples taken every 12 hours, without in situ calibration using a 25 µmol/l iron standard, Vuillemin et al., 2009). The sample inlet was positioned on the mussel bed at the base of the Tour Eiffel edifice of the Lucky Strike hydrothermal vent (1695 depth).</p><p>CHEMINI Fe (CF1) was mounted on the TEMPO module which was itself connected to the SeaMON East node of the EMSO-Azores observatory.</p></span>"""
2611,"['CEFAS', 'CHARM consortium']",Species and habitats - Callionymidae - All ages - Multi-annual abundance Kriging error maps during BTS (1989 - 2006),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated. The sum of the kriging error for each yearly kriged abundance fits to the kriging error (v).</p></span>"""
2612,Null,Carte des habitats intertidaux du site Natura 2000 FR5300059 - Rivière Laïta (2005).,"""<span><p>Cette carte des habitats intertidaux du site Natura 2000 FR5300059 - Rivière Laïta a été réalisée en novembre 2005 par le bureau d'études télédétection et biologie marine (TBM) à la demande de la DIREN Bretagne dans le cadre du réseau européen Natura 2000.</p></span>"""
2613,Ifremer DOI,Masses d'eau littorales DCE Mayotte,"""<span><p>Délimitation des masses d'eau littorales au titre de la DCE sur le bassin de Mayotte.</p><p>Pour la mise en œuvre de la DCE, un état des lieux réalisé en 2006, a conduit à retenir 17 masses d’eau côtières réparties selon 8 types distincts pour le suivi de l’état écologique et chimique des eaux littorales (internes au récif barrière).</p><p>La mise à jour de 2017 consiste à faire correspondre les limites des masses d'eau avec le trait de côte (couche TRONCON_LAISSE de la BD TOPO de l'IGN, 2016).</p></span>"""
2614,"['DPMA', 'Terra Maris', 'Ifremer', 'MIMEL']",Arrêté n° 110/2002 du 30/10/2002,"""<span><p>Arrêté n° 110/2002 du 30 octobre 2002 rendant obligatoire la délibération n°EXP/SEI5/2002 du CRPMEM de Basse-Normandie portant création de la licence de pêche de la seiche à l'Ouest du Cotentin et  organisation de cette pêche.</p></span>"""
2615,"[""Université du Littoral Côte d'Opale"", 'CHARM consortium']","Species and habitats - Gobiidae - Larvae Stage 3 - Potential habitat in April/May modelled by Quantile Regression and its unccertainty for Reise1, Reise2 and BCD surveys","""<span><p>Modelised abundance of larval stages of several species or prediction uncertainty.</p></span>"""
2616,"['CEFAS', 'CHARM consortium']",Species and habitats - Limanda limanda (Common Dab) - Mature - BTS annual abundance in July (1989-2006),"""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²) and always required to be log-transformed using a log10(x+1) transformation.</p></span>"""
2617,"['IFREMER', 'CHARM consortium']",Species and habitats - Raja clavata - All ages - Recurrence - IBTS Q1 (1980-2010),"""<span><p>Species habitat occupation, observed during the first quarter IBTS from 1980 to 2010, has been expressed as rare, occasional, frequent, recurrent depending on density levels and variability over time.</p></span>"""
2618,"Ifremer, Université de Bretagne Sud, Université de Bordeaux I","Isopaques de couverture indifférenciée en Mer du Nord, Manche et Atlantique","""<span><p>Synthèse sur les épaisseurs de la couverture sédimentaire meuble (type indéterminé) sur les façades Mer du Nord, Manche et Atlantique à partir de la compilation des données de l'Ifremer, l'Université de Bretagne Sud et de l'Université de Bordeaux I.</p><p>Les données sont restituées sous la forme :</p><ul style=\""list-style: square\""><li>de lignes, </li><li>de polygones qui délimitent des surfaces représentant les classes d'intervalles des isopaques de la couverture sédimentaire indifférenciée. Ces surfaces ont été fermées arbitrairement pour le calcul des volumes.</li></ul></span>"""
2619,"['IFREMER', 'CHARM consortium']","Physical environment - In situ data - bottom temperature in October, Mean and standard deviation (CGFS 1997-2007)","""<span><p>Biologic data have been expressed in abundance (numbers or density values (nbr/km²)) and always required to be log-transformed using a log10(x+1) transformation. Abundance mean (mean) and standard deviation (st) have been calculated.</p></span>"""
2620,Null,Cartographie des habitats naturels intertidaux de substrat meuble de l'archipel de Chausey selon la typologie Natura 2000. Carte 1/2 des habitats sous forme de polygone. État 2002-2006.,"""<span><p>Carte (partie 1/2) des habitats élémentaires Natura 2000 des substrats meubles intertidaux de l'archipel de Chausey (1/25000) sous forme de polygones établie à partir de photo-interprétation, d'observations et de prélèvements sur l'estran.</p></span>"""
2621,ATLAS POLMAR (DEAL/CARMEN),"Inventaire Permanent du Littoral - IPLI 77
(DCE-POLMAR-RUN)","""<span><p>La mise en oeuvre d’un Inventaire Permanent du Littoral (IPLI) a été décidée en 1977 dans le cadre d’un Comité interministériel d’aménagement du territoire.\nDans sa version suivante (IPLI 82), la légende des cartes d’usage des sols a été substantiellement modifiée afin de pouvoir appréhender de manière plus détaillée les évolutions des phénomènes urbains et touristiques (17 postes).</p><p>Afin de permettre d’appréhender, à l’échelle nationale, les changements essentiels intervenus sur l’espace littoral depuis la mise en oeuvre de la « loi littoral » de 1986, le ministère de l’Equipement a demandé au Centre d’Etudes Techniques de l’Equipement (CETE) Normandie Centre d’engager la numérisation des cartes d’usage du sol IPLI 77 et de constituer une base de données structurées utilisable par des Systèmes d’information géographique (SIG).</p><p>Cette couche est temporairement hébergée sur sextant. Elle sera bientôt accessible sur le serveur de la DEAL Réunion à travers l’outil de cartographie dynamique CARMEN.</p></span>"""
